Y,P,T,X
0.0,0,1,1.075282192781857
0.0,0,1,0.4294180201510871
0.0,0,1,0.3074574297470306
0.19661219708580624,0,0,0.3932243941716125
2.348059325084476,0,0,4.696118650168952
0.0,0,1,0.19950340035923766
0.0,0,1,2.2563938303330002
0.0,0,0,2.312150283278693
0.0,0,0,0.3434666413771348
0.0,0,0,1.5481094131995634
0.0,0,0,0.5653825380975587
4.1356885896594795,0,0,0.27137717931895944
0.0,0,1,0.5225741451619235
0.0,0,1,2.058358742484871
0.0,0,1,0.3637411378998847
4.06523288519523,0,0,0.13046577039046
0.0,0,1,0.2850510197729829
13.238575369237726,0,1,0.4771507384754508
10.293838396549962,0,1,0.5876767930999254
4.753939517218528,0,1,1.5078790344370572
3.643000868836808,0,1,1.2860017376736164
3.744580138755771,0,0,1.4891602775115416
0.0,0,1,0.01694627545556202
0.0,0,1,0.12524032119147535
6.346203540452102,0,1,0.6924070809042034
0.0,0,1,0.13091409988568192
0.0,0,1,0.11440140290610329
15.147075861680305,0,1,0.2941517233606109
9.94389176936858,0,1,1.8877835387371587
0.0,0,0,3.0000325003973085
0.0,0,0,0.12001353934582305
0.0,0,1,0.8670852979207653
0.0,0,1,0.8135861574322464
0.0,0,1,0.4350287364740855
0.0,0,1,0.11840254994092328
0.0,0,0,0.3033960118633882
0.0,0,1,0.43937634233896355
11.129367561432167,0,1,0.25873512286433226
0.0,0,1,0.3775525124737766
0.0,0,0,1.1430936233584619
0.622295019312955,0,0,1.24459003862591
20.77560034877882,0,1,1.5512006975576413
0.0,0,0,0.6951358978210584
5.4834844485496435,0,0,0.9669688970992866
9.001243159767565,0,0,0.0024863195351286253
6.020015735165132,0,1,0.04003147033026379
8.152283673604995,0,1,2.30456734720999
4.911283391876436,0,0,3.822566783752873
0.0,0,1,0.3825714375546129
6.388649123909936,0,1,0.777298247819871
0.0,0,1,2.0580153868807227
0.0,0,0,1.023833555459391
0.0,0,1,1.1008589392944934
0.0,0,1,1.035855215353407
0.0,0,1,3.0384876617127055
0.0,0,0,0.8572792569602039
9.20721347311772,0,1,0.41442694623543935
16.192327880928577,0,1,0.38465576185715517
3.9548467571651837,0,1,1.909693514330368
1.108165460140703,0,0,2.216330920281406
0.0,0,1,0.9204011297357646
0.0,0,1,2.987441751710588
0.0,0,0,3.877148111934634
0.0,0,0,1.2300099878240554
9.946918216914899,0,1,1.893836433829797
0.0,0,0,1.41845774374868
3.2295671801222747,0,0,0.4591343602445495
2.3105517907506816,0,0,0.6211035815013634
0.0,0,1,0.3115469017433082
0.0,0,1,1.177807084468016
17.12727672015848,0,0,2.2545534403169594
11.49323820891413,0,1,0.9864764178282592
0.0,0,1,0.010012945602009006
0.0,0,0,0.38486903179630494
0.0,0,1,0.10726310086747151
0.0,0,1,2.1678851036761446
7.166584313484863,0,1,0.3331686269697267
2.13756422136935,0,0,0.2751284427387007
0.0,0,1,3.507719259860182
1.005841138551368,0,1,0.011682277102735712
7.015298030123521,0,0,0.03059606024704253
16.507294410298876,0,0,1.014588820597753
0.0,0,0,0.7929086998068084
0.0,0,1,0.8449814425139431
0.0,0,0,0.32631245660227354
3.6030378963680105,0,1,3.206075792736021
0.0,0,0,1.1303808291253825
0.0,0,1,0.44093585832278714
0.0,0,0,3.139720419950971
3.2951917715943266,0,0,0.5903835431886536
0.0,0,0,2.06007350862807
0.0,0,0,0.38575185491736136
0.0,0,1,0.6820511044056823
0.0,0,0,0.8040820303708555
6.362607611482735,0,1,0.7252152229654708
2.2450026593212806,0,0,0.4900053186425616
18.750355008422815,0,1,1.500710016845634
0.0,0,1,0.20209416780110762
0.0,0,0,0.31433800549152746
0.0,0,0,2.4519610428244434
25.517540336252335,0,1,1.0350806725046724
0.0,0,0,0.7187567969138918
0.0,0,1,0.1914966269712759
0.36493220831331097,0,1,0.7298644166266219
0.0,0,1,0.23629897077778636
0.9239449669870979,0,0,1.8478899339741959
0.0,0,0,3.374094174152571
0.0,0,0,2.7813807167120492
0.0,0,0,0.3204611529307869
0.0,0,0,0.043258537093350716
0.0,0,1,0.11160969286139885
21.308273245113014,0,0,0.6165464902260249
0.47534939735733506,0,1,0.9506987947146701
10.751872927486119,0,0,1.5037458549722367
0.21788788069288145,0,0,0.4357757613857629
0.0,0,0,0.5223234307886139
7.078924181617803,0,0,0.15784836323560628
4.801299999693207,0,0,1.602599999386413
0.0,0,1,3.011397122706302
3.144019770437442,0,0,4.288039540874884
0.0,0,1,0.00859318098039416
1.329785848319245,0,0,0.6595716966384901
0.0,0,1,1.0193437891497357
0.0,0,1,0.2665566071476313
9.08141549907081,0,1,0.16283099814161767
0.0,0,1,0.18129272478385192
11.63655196105333,0,1,1.2731039221066587
3.700102237468198,0,0,1.4002044749363964
5.5625024179923885,0,1,1.1250048359847769
0.18614503536821894,0,0,0.3722900707364379
0.0,0,1,0.2708097935489679
5.004382140747343,0,0,0.008764281494686943
0.0,0,1,0.6080511469203412
0.0,0,1,0.9683211882541615
0.0,0,0,1.0536677169142374
0.0,0,1,0.8047887267578936
0.0,0,1,0.5842113299922478
0.0,0,1,0.405423708670445
0.0,0,1,0.13705281496144883
14.302663677270555,0,1,2.60532735454111
9.916933894973921,0,1,1.8338677899478406
0.0,0,0,0.15339360442233063
0.0,0,1,1.88839699418361
1.2118214857267646,0,0,0.42364297145352936
0.0,0,0,1.7017934429714536
0.0,0,1,0.4575422815528196
9.361358832317872,0,1,0.7227176646357434
0.20832019727143283,0,0,0.41664039454286567
0.0,0,1,1.877298320222002
0.0,0,0,0.7466932304558225
0.0,0,1,0.2164717241445319
5.044631074906903,0,1,0.08926214981380552
5.841450973226503,0,0,1.6829019464530066
0.21640340042419495,0,1,0.4328068008483899
0.0,0,1,1.5251910425948982
0.7156788552200075,0,0,1.431357710440015
8.605495592979732,0,0,1.2109911859594649
12.260725844738516,0,1,0.5214516894770321
5.353282414238158,0,1,0.7065648284763151
0.0,0,0,0.689842671807945
3.2306458032604444,0,1,0.4612916065208885
0.0,0,0,0.4613218490887328
1.847014715419435,0,1,1.6940294308388697
0.0,0,0,1.0105991299025296
0.0,0,0,0.9584886934417121
0.9711267767587375,0,0,1.942253553517475
0.0,0,0,0.114385505676702
0.0,0,0,0.5295283409783862
0.0,0,1,1.160718574743637
0.0,0,1,1.1146573613909725
11.000993218307897,0,0,0.001986436615794441
5.3724464808074766,0,1,0.7448929616149536
0.0,0,1,3.5187079281674287
0.0,0,1,0.4303471924878393
0.0,0,1,0.4902210018646521
0.0,0,1,1.6655015894188268
8.063356038502024,0,0,0.1267120770040458
0.0,0,1,0.48393333112527
0.0,0,1,0.576585920524643
3.9965932782645037,0,0,1.9931865565290077
0.0,0,0,0.9862039279228751
1.3568890510556535,0,1,0.713778102111307
0.0,0,1,2.293578599104262
4.584884216196234,0,1,1.169768432392468
0.0,0,0,0.9336764183449993
11.004341267359615,0,0,0.008682534719231139
6.327007554750279,0,1,0.6540151095005569
7.864049951139937,0,0,1.7280999022798738
15.166920663477367,0,1,4.333841326954731
0.0,0,0,1.1735596652328062
7.591102897163804,0,0,1.1822057943276087
0.0,0,0,0.9826769593445381
3.8569638657812426,0,0,1.7139277315624852
7.080761015276897,0,1,0.16152203055379458
0.0,0,0,1.4625304865481694
0.0,0,1,0.8791420956596596
5.57611791464074,0,0,1.1522358292814807
0.3671719517642635,0,0,0.734343903528527
0.0,0,1,1.0243700923022254
0.3798811669726599,0,0,0.7597623339453198
14.59977547087715,0,0,1.1995509417542998
13.07000226312472,0,1,0.1400045262494399
21.73185061618807,0,0,1.463701232376136
0.1284604271522707,0,0,0.2569208543045414
0.0,0,0,1.181569080794812
2.3381210166610598,0,0,0.6762420333221192
16.260089277336665,0,1,2.520178554673326
0.4497054467456385,0,1,0.899410893491277
0.0,0,1,0.18714909574576738
8.153927594714578,0,0,0.3078551894291549
10.377283053601127,0,1,2.7545661072022556
0.3637661618689626,0,0,0.7275323237379252
3.087883886485209,0,0,0.17576777297041815
0.0,0,0,1.6201207061684384
0.0,0,1,0.30531461215253136
0.0,0,0,0.7344861078432209
0.0,0,1,1.3251329057826642
5.0738437882132885,0,0,0.1476875764265769
5.038783882030792,0,1,0.07756776406158475
0.0,0,0,0.24583168524183532
0.0,0,0,1.9154050289353024
6.534493730977262,0,1,1.0689874619545252
5.109405216487012,0,0,0.21881043297402392
0.0,0,0,0.05470903654583938
0.11410105234954589,0,1,0.22820210469909177
6.002771276411028,0,0,0.00554255282205681
2.2965760654319487,0,1,0.5931521308638973
12.2426202894116,0,1,0.48524057882319743
0.0,0,1,0.3496470621590694
17.09911659704665,0,1,0.19823319409329826
4.817420533137812,0,0,1.634841066275624
0.0,0,1,0.32300181544130335
0.70830331306488,0,1,1.41660662612976
0.0020445412483486294,0,1,0.004089082496697259
8.863516253303976,0,0,1.7270325066079504
1.0666821376370939,0,1,2.1333642752741877
0.0,0,0,1.0152966022208028
1.9708042606976344,0,0,1.9416085213952687
0.0,0,0,0.9000734142371
0.0,0,1,1.9997510094526818
0.0,0,1,1.23119592377142
0.0,0,1,0.25753600810633986
6.13207853344772,0,0,0.26415706689543855
3.220815719725846,0,1,0.44163143945169203
4.709439630842986,0,1,1.4188792616859716
5.5114003305756905,0,0,1.0228006611513816
0.0,0,1,0.7220972359642878
13.3188424458403,0,1,0.637684891680599
0.0,0,0,0.1308265232695735
0.6040448622036187,0,1,3.2080897244072375
0.0,0,1,0.5032069046166459
0.0,0,1,0.399039345044731
0.0,0,1,5.440663965230839
13.401379333842499,0,0,0.8027586676849993
0.0,0,0,0.2609488323120679
2.1015390466790906,0,1,0.20307809335818106
0.19591786868215588,0,1,0.39183573736431176
0.0,0,1,0.09194502802600203
1.0083711387240977,0,0,0.016742277448195144
0.0,0,0,0.24083094175009523
14.909589676159854,0,1,1.819179352319707
0.0,0,1,0.6758770560035859
0.0,0,1,0.6457668163784306
0.0,0,1,0.06710833584249569
3.064117753998801,0,0,0.12823550799760197
