T,X,Y
0,12.191269270695315,6
0,23.324023316600773,22
0,14.910935035176056,16
1,27.511451772272054,20
0,24.849856215211766,25
0,15.564803936835753,13
0,22.44529421929761,23
1,21.229379652959818,28
0,17.18939593776362,14
1,19.330362939412822,15
0,20.62837117707488,27
1,10.967568916492054,12
1,26.096453052065094,18
1,16.959752812460383,21
0,16.098695054929863,17
0,23.333886271870476,17
1,15.201614176810356,16
1,28.367921597328916,31
1,25.983775484949632,21
0,20.439363940579607,21
1,27.443814988687784,27
1,28.299851827410805,30
0,18.482258788313803,23
1,11.107764396297293,11
0,12.65740390858655,11
1,17.020013682202297,22
1,24.634311334640458,27
0,23.769594100256917,33
1,20.41693013026126,19
1,30.884713784747852,26
1,19.742753387022027,28
1,24.308544095146573,25
0,15.087582452998426,13
0,17.506205832075253,18
1,21.042358260332104,30
1,25.90967821446035,20
1,9.112634927686402,-2
0,27.29463301140439,22
0,15.217595382244292,9
1,25.841992446568725,30
0,19.663693241926758,17
0,13.651870754811277,14
0,16.20818941853877,14
0,30.96904261279304,24
0,19.803837680297793,24
1,18.151677650671278,20
1,12.99892789674045,20
0,14.98387285424867,14
0,26.87565321257131,20
0,28.188390164813825,30
0,30.525682271373135,36
1,23.02003170578873,24
1,18.19561384863056,13
0,14.755700092104219,13
1,27.57145338291572,34
1,17.931867189484368,25
0,13.433579008808177,8
0,18.552602820968275,15
1,19.65855954538322,10
0,25.889761188189652,25
1,19.356482608446353,20
0,27.104205771800316,43
0,24.45861639411634,24
0,21.17098929002859,29
1,8.438045913313914,10
1,9.031979005108193,7
1,20.431848472094806,25
0,23.654424430313977,31
1,28.90957659435526,24
0,11.45299937342103,14
0,23.668930352799634,29
1,23.220394594418302,19
1,25.256100568663783,27
0,21.170891961307124,21
1,19.243378885985763,23
0,19.989946656539114,30
1,22.101463591674428,20
0,25.928253931525305,23
0,15.822032396184216,19
1,17.47379792898242,20
1,15.832898674952133,17
0,20.276595383454357,11
1,6.953494363499438,9
0,27.163151612414886,27
1,20.60647819721807,21
0,14.712436343062024,12
1,18.657477659389805,18
1,17.962273712413996,17
1,16.537227415269378,24
0,19.0733871403041,21
1,32.858015664631566,37
1,34.514694785099884,37
1,9.34512266024499,14
1,20.53781403571974,19
0,21.177617557125792,28
0,13.505996568770374,16
1,17.9469269144782,25
1,17.871125175134466,19
0,19.208626252432104,21
1,11.23185071495151,16
0,13.282678305443165,14
1,23.96884286400341,21
0,22.903422938867525,25
0,23.41320258951276,31
1,23.157115818909105,28
1,14.285880714764373,11
1,22.815956951034153,26
0,17.751551637440944,23
1,24.233135131905566,28
1,18.227597990920874,17
0,22.548778896146505,17
0,15.406137328666372,21
0,26.606193517334855,29
1,19.071665634824747,35
1,21.12143570520766,25
1,15.049854583577098,20
0,26.594475855363108,24
1,24.260001397013234,29
0,27.46203205861245,36
1,14.886615410877535,18
1,22.519277105910135,23
0,19.16605960521575,12
1,17.956916586409935,20
0,21.5881985660161,10
1,17.295790771989296,21
0,25.732474368644535,30
0,13.379631090075286,8
1,14.891448029443598,14
0,15.157547059193787,14
1,22.821796886283803,15
0,14.22250551942737,8
1,10.527679353472214,9
1,20.546609598864933,16
1,25.009815306758206,29
1,15.426868077431102,19
0,20.472919396436783,20
0,16.486520432888913,19
1,20.17898146879536,14
0,21.184546345042722,21
1,9.19549496701081,11
1,27.609687496202923,29
1,18.14452643700408,17
1,23.893216219733784,25
1,23.356873910993713,29
0,13.513191980336575,12
0,27.07749035862083,19
1,16.869744525906658,16
1,14.181887682987702,13
0,21.644405554465393,16
0,30.405123317000978,32
1,27.011805339238215,33
0,6.9856070185444175,11
0,17.13946583730984,19
0,19.632169021211702,21
1,16.46718547501979,11
1,14.31692906272378,11
0,16.036790150942497,20
1,13.457843332429746,6
0,26.915489666689815,24
1,20.093649718971893,27
0,13.729420506993565,8
1,20.064014929625483,22
0,26.78630320976549,32
0,17.262048930175325,12
1,25.039890533596292,16
1,12.791197835930424,8
1,17.33176882722902,20
0,32.891911079065224,31
0,19.71085920864514,26
0,12.732083263720622,19
1,27.110574570166392,23
0,18.241838265141222,21
1,24.9943258480762,26
0,19.223534747137762,21
0,11.567810916616853,9
1,28.650002984260347,26
1,19.477252523680328,19
0,11.65817273362579,16
0,26.20826923392503,27
0,20.489733815205284,22
1,31.758918215040637,35
0,26.01570029859723,27
0,21.452573687169448,20
1,11.156820737676668,6
1,11.120675282422077,13
1,18.741651061566795,23
0,11.599028828519558,13
1,20.2470174568439,19
0,25.10496867599994,31
1,22.16145654551857,20
0,27.295266629756245,31
1,24.71621950370762,32
1,22.05803691027815,27
0,17.706980281682142,22
0,15.643556533285087,18
0,18.104384006941572,16
1,19.711266278183064,14
1,26.22244802109366,29
0,18.2425504071667,21
1,14.952522516869053,10
1,14.399150281546635,26
1,13.986229324949665,19
1,14.90772561253219,19
1,29.655346527833963,33
1,25.4685608006884,28
0,20.76654267142323,25
0,22.49132006701503,26
1,18.2951005240941,16
0,14.477838143490445,15
0,12.624308718938034,16
0,20.519190227995907,20
1,23.54782975725561,32
1,25.70715470712596,31
0,16.64866814005439,20
0,22.574711848632276,26
0,13.655269393586993,20
1,21.077687719948567,11
0,17.959987081613946,11
1,21.625682592418876,21
1,11.300170766753531,8
0,19.99044478366882,17
1,18.998904739776812,16
0,17.195318513255827,7
1,24.895803534722283,28
1,22.519201409933608,28
0,23.52664259777361,24
0,27.72967380883227,22
1,14.91040922718583,12
1,24.014131837060134,32
1,10.440211238187288,10
0,18.851765051739058,25
1,13.452782386330064,18
0,15.414329969674696,22
1,21.82832402837972,26
1,24.70177838406396,27
0,22.75912939512346,23
1,24.829437254999792,23
0,24.24732129710704,23
0,19.112151120125223,20
1,22.751235314794023,21
1,18.616308831779637,24
1,14.70898510398958,16
0,24.956861430904045,28
1,17.983212383879582,23
0,11.041138868791949,4
1,11.512906392392754,16
0,21.421867574952724,22
1,19.247036822049992,26
1,17.825279705342457,19
1,21.10423627762377,22
1,17.63371729226208,14
1,17.287678823980624,9
0,13.630292588207958,15
1,21.553296024599767,23
1,26.383244432188015,26
0,14.940240070952232,23
1,15.534579679895284,17
0,22.404330639548284,23
1,22.592153352719983,33
0,23.2225223377225,23
1,16.531926587664202,14
0,20.197366531544112,35
0,16.495494703208212,22
0,20.9359756663269,32
1,13.327514357485077,13
1,20.828373123490564,25
0,12.24159531145146,20
0,29.384546691001717,27
0,11.817859307551387,11
0,19.921986857919855,18
1,25.850788031912504,32
1,18.65327758010266,19
0,22.4561667683854,20
0,14.081421786613031,10
0,24.1400212227365,23
0,25.937638620988093,32
0,25.550730263067614,18
0,17.81876990263794,22
1,26.84695397437691,32
1,21.632933756553292,23
0,20.072918178111927,18
1,16.455547129775315,16
0,23.57598023626159,32
1,22.30532096406436,30
1,17.01081168163846,22
1,15.698391779434463,20
1,19.842314040708054,18
0,12.41838185811271,5
1,24.46372362428191,24
0,24.04349852822289,26
0,25.212237550613985,29
0,17.867434444702077,10
1,34.327388576434586,29
1,22.0730561362333,18
0,27.411705397445147,32
1,23.71069616538606,25
0,25.39512167630237,25
0,16.147131546600427,10
0,26.887688910673305,29
1,17.665392427386095,17
1,12.344893678449438,9
1,19.222570586512546,16
1,27.44358017191245,25
0,24.010073701529013,30
0,21.601249199148526,19
1,14.57740671772003,10
0,25.726647623928066,25
1,21.649855428106992,26
1,15.945594131281169,10
0,23.24906421088501,25
0,17.14013668093768,3
1,14.928729674671224,19
0,20.65827297999988,23
1,21.349714519889734,14
1,14.112022734487933,14
0,28.71185921013339,31
0,16.750893575146282,22
1,22.00897553070473,26
0,16.982930786768232,15
0,16.48205079586083,20
1,17.954000476586767,19
0,15.518812259058283,15
0,18.67691545456576,27
0,21.224105221080404,26
0,13.37466468712356,16
0,22.633273548421105,15
1,23.240955640025096,19
1,18.430463208292007,12
1,22.79271377329227,28
0,22.25081387095975,24
1,24.450614747287037,28
0,20.75030084392136,25
1,17.696664103280032,15
1,16.56617927411763,9
1,18.643542458893734,16
0,19.164077076198584,22
1,23.30535089731263,26
0,16.210120649560626,16
1,17.018334086543206,23
1,17.803143401117474,15
1,27.121145072789567,37
1,33.715922008384304,30
1,15.05742348750457,14
1,13.304089213901742,5
0,12.409574858444534,13
0,19.99784792932968,29
0,21.00821292079472,27
0,21.123321844417948,25
0,18.496057493102835,28
1,20.595381566311044,25
0,22.001472765416956,23
0,33.788085390608224,30
0,20.025404829271185,14
0,23.186171351093527,28
0,17.707968298776663,12
0,20.786738502043036,18
1,21.17279443049432,21
1,32.41815586026398,32
0,15.610497536632419,19
1,18.51928521137952,17
1,15.748623033304305,14
1,21.63404335584942,26
0,20.301329020704795,18
0,14.363930784439887,13
0,20.808788109049512,25
0,20.850083202790827,21
0,19.92201837361311,17
1,18.0154439389825,25
1,23.481362194590897,22
0,20.491815614128804,24
0,20.517056206662012,21
0,20.405720426082905,24
1,17.07536353489872,24
1,19.034614528545358,25
1,19.902093160827828,19
0,16.603881338244975,19
1,23.2381144619031,23
1,13.987931828696645,24
0,23.001802627334516,25
